 1.12661530e-004 1.74127856e-003 2.52696959e-003 1.84032321e-005 9.36263860e-003 3.99270267e-003 5.51517524e-003 4.01468105e-004 6.48072305e-003 9.95734012e-001
 4.79026796e-004 2.41495958e-003 3.44755685e-003 4.05616281e-005 6.53412433e-003 1.75930169e-003 1.15788527e-002 2.39107046e-003 1.97025086e-003 9.95696931e-001
 8.85702310e-005 3.24266731e-003 2.55419797e-002 2.13621788e-005 3.96912754e-003 1.02881088e-002 3.86839058e-004 6.22892325e-002 5.49803551e-003 9.28008397e-001
 5.57359434e-005 8.04931959e-003 1.78298052e-002 8.65139000e-005 6.42303668e-004 1.14649511e-002 1.85179778e-003 4.69294678e-003 8.21314752e-004 9.94104074e-001
 1.05782491e-004 1.51486552e-003 3.80590161e-003 9.17080890e-005 2.26294967e-002 8.81080949e-004 4.73565655e-003 1.43648557e-003 2.09567944e-003 9.92762161e-001
 5.99295164e-005 2.93535715e-003 3.91263727e-003 2.55435542e-005 3.50983997e-003 3.91723180e-003 5.44509794e-003 1.34771530e-003 4.07571773e-003 9.97020598e-001
 1.57075975e-004 1.85968463e-003 3.21342472e-002 6.76429750e-005 1.48403912e-003 1.29327561e-003 1.37946327e-002 9.53222220e-003 1.54444225e-003 9.78750703e-001
 1.36434359e-004 8.83301402e-002 3.68076077e-003 3.12709524e-005 1.32610667e-001 1.70228273e-004 2.79802067e-003 2.52371739e-003 9.13597431e-005 8.19358886e-001
 7.75841151e-005 6.87892034e-003 1.61823572e-002 2.64902060e-005 5.41028600e-003 2.60841067e-003 2.60431630e-003 9.77429284e-003 4.43573165e-003 9.88602209e-001
 4.56188142e-004 1.27454318e-003 1.19475920e-001 1.50724177e-004 6.07037513e-003 2.06974352e-004 8.27933513e-003 1.46026247e-003 2.64815621e-003 9.50661261e-001
 5.76380048e-005 8.92847867e-004 9.25674482e-003 6.62090301e-005 3.55484861e-002 1.46066158e-003 1.40455965e-003 2.57862210e-003 1.97416402e-003 9.71192259e-001
 5.46311791e-005 8.54852341e-003 8.58215067e-003 4.48140108e-005 6.03760255e-003 2.15676558e-003 1.72537319e-003 2.91168258e-003 1.64158962e-003 9.91432009e-001
 4.70021840e-005 1.16784284e-003 2.56452180e-003 3.60416768e-005 7.85785073e-003 2.96706896e-003 2.17833563e-003 5.42348111e-004 2.06519682e-003 9.96681056e-001
 1.73498034e-004 4.78658606e-002 1.12445572e-002 1.64104843e-005 3.35069946e-003 6.72171930e-003 3.37579246e-003 3.53710330e-004 2.90910832e-004 9.20165492e-001
 1.34143945e-004 1.62797105e-004 4.72258419e-004 2.00493666e-005 6.26789929e-003 1.18806256e-002 3.95360193e-003 1.95741578e-003 9.34708170e-003 9.92391185e-001
 2.73252490e-004 4.44383989e-004 8.02457275e-004 5.60000747e-005 6.98337939e-002 2.13827469e-002 1.15254471e-003 1.81320201e-002 1.04470149e-003 8.57306697e-001
 1.30636620e-004 2.48274925e-003 4.38891718e-003 8.02106321e-005 1.50842170e-003 2.25888731e-003 7.21295594e-003 2.98012453e-003 4.21336080e-004 9.98243183e-001
 8.24573217e-005 7.09982940e-003 4.01280124e-003 1.83234414e-005 1.51392418e-002 8.48796065e-003 7.37981963e-004 6.33494553e-004 3.10109594e-004 9.80438700e-001
 2.15194739e-004 2.10232737e-004 3.38691145e-004 2.47262429e-005 5.55441983e-002 9.70717265e-003 3.45084533e-003 2.99260134e-004 7.10948685e-003 9.85635566e-001
 6.19466136e-005 1.34598903e-003 1.11207637e-002 2.95020590e-005 1.06255841e-002 3.92775615e-003 7.71223924e-004 2.18176495e-003 2.93325176e-003 9.85540923e-001
 8.61183740e-005 1.32384202e-003 5.37044513e-004 1.01625098e-004 4.84424184e-003 2.97070495e-002 9.62206276e-004 2.42291358e-004 1.82682822e-003 9.90008438e-001
 1.29571204e-004 1.43158563e-002 1.59368995e-002 2.03724933e-005 2.67100635e-002 1.04482694e-003 1.37600912e-003 6.21389191e-003 8.24277241e-003 9.78628625e-001
 4.84632627e-005 1.33395298e-002 8.84919160e-003 2.28240523e-005 1.89262116e-002 1.74561912e-003 1.30117411e-003 1.08750006e-003 4.53986794e-004 9.86627419e-001
 2.38476437e-004 8.43857898e-003 2.85310213e-003 1.60853209e-004 3.99556776e-002 4.84904635e-004 2.27958385e-003 2.07404284e-002 1.98983977e-003 8.15960237e-001
 3.12277249e-005 8.03086607e-004 8.33329942e-003 2.52991107e-004 7.30611003e-002 1.42756892e-003 2.41343048e-003 6.04625530e-003 1.72364518e-003 9.25157940e-001
